order_id,order_date,region,category,product_name,customer_segment,quantity,unit_price,discount,sales,profit
101036,2023-07-06,Asia Pacific,Electronics,Bluetooth Speaker,Consumer,5,60.36,0.2,277.64,60.8
100994,2023-07-06,North America,Electronics,Wireless Mouse,Consumer,5,96.16,0.0,552.9,152.65
100472,2023-07-06,North America,Home & Garden,Garden Tool Set,Consumer,5,29.72,0.1,153.79,68.6
100437,2023-07-06,Asia Pacific,Office Supplies,Whiteboard,Small Business,5,27.34,0.05,149.33,39.96
100493,2023-07-06,Europe,Furniture,Standing Desk,Consumer,1,366.92,0.0,421.95,165.66
100022,2023-07-06,North America,Office Supplies,Sticky Notes,Corporate,3,15.9,0.0,54.84,17.67
100009,2023-07-07,Europe,Electronics,Bluetooth Speaker,Small Business,1,83.89,0.05,91.65,37.73
100626,2023-07-07,Asia Pacific,Office Supplies,Whiteboard,Corporate,2,21.83,0.1,45.19,18.17
100711,2023-07-07,Europe,Furniture,Desk Lamp,Consumer,2,242.14,0.0,556.93,191.2
100421,2023-07-08,Asia Pacific,Furniture,Bookshelf,Consumer,5,230.39,0.3,927.33,364.02
100675,2023-07-08,North America,Furniture,Filing Cabinet,Consumer,7,193.19,0.05,1477.41,368.25
101792,2023-07-09,Asia Pacific,Apparel,Cap,Consumer,6,39.4,0.15,231.05,94.11
101971,2023-07-10,Asia Pacific,Office Supplies,Pen Set,Small Business,5,20.83,0.15,101.79,24.2
101345,2023-07-10,North America,Furniture,Bookshelf,Small Business,6,146.01,0.05,957.06,302.49
100058,2023-07-10,Europe,Electronics,Headphones,Consumer,6,104.66,0.15,613.81,129.22
101463,2023-07-11,Asia Pacific,Home & Garden,Wall Art,Consumer,1,21.05,0.1,21.79,5.48
100873,2023-07-11,Europe,Apparel,Running Shoes,Consumer,6,42.99,0.1,266.94,98.04
100561,2023-07-11,Asia Pacific,Apparel,Jacket,Consumer,7,40.08,0.0,322.68,99.61
101310,2023-07-12,North America,Home & Garden,Plant Pot,Consumer,2,34.51,0.15,67.47,20.4
100510,2023-07-12,North America,Office Supplies,Notebook Pack,Consumer,5,17.01,0.15,83.12,25.51
101173,2023-07-12,Latin America,Office Supplies,Pen Set,Corporate,7,9.12,0.05,69.72,17.82
101320,2023-07-13,Asia Pacific,Apparel,Hoodie,Consumer,3,36.96,0.15,108.39,30.2
100106,2023-07-13,Europe,Electronics,Laptop Sleeve,Consumer,3,114.75,0.0,395.87,179.93
100975,2023-07-13,North America,Apparel,Jacket,Consumer,2,38.22,0.1,79.12,35.29
100658,2023-07-13,Europe,Home & Garden,Garden Tool Set,Consumer,4,45.95,0.15,179.68,75.51
102113,2023-07-13,North America,Office Supplies,Sticky Notes,Corporate,1,21.78,0.0,25.04,9.99
101498,2023-07-14,Asia Pacific,Office Supplies,Whiteboard,Consumer,1,14.08,0.1,14.57,5.7
101444,2023-07-15,Asia Pacific,Home & Garden,Garden Tool Set,Small Business,7,38.97,0.05,297.99,132.58
101778,2023-07-15,North America,Electronics,Wireless Mouse,Consumer,5,94.46,0.2,434.52,189.83
102172,2023-07-15,North America,Office Supplies,Notebook Pack,Small Business,2,20.2,0.0,46.46,21.64
101709,2023-07-16,Asia Pacific,Office Supplies,Pen Set,Consumer,1,20.48,0.0,23.55,11.09
101925,2023-07-16,North America,Office Supplies,Stapler,Small Business,4,25.21,0.05,110.17,51.48
100238,2023-07-17,Asia Pacific,Apparel,Jacket,Consumer,1,44.26,0.3,35.63,12.8
100581,2023-07-17,North America,Apparel,T-Shirt,Small Business,1,37.47,0.0,43.09,17.05
100637,2023-07-18,North America,Electronics,Wireless Mouse,Consumer,7,91.53,0.1,663.16,179.42
100401,2023-07-18,Europe,Apparel,Running Shoes,Small Business,5,31.58,0.05,172.49,55.72
100604,2023-07-18,Europe,Electronics,Bluetooth Speaker,Consumer,3,66.21,0.3,159.9,36.97
101854,2023-07-19,Asia Pacific,Electronics,Laptop Sleeve,Consumer,2,50.61,0.1,104.77,31.9
100657,2023-07-19,Middle East,Apparel,Hoodie,Consumer,4,44.25,0.0,203.53,56.53
100790,2023-07-19,North America,Home & Garden,Candle Set,Consumer,1,35.99,0.0,41.39,20.01
100218,2023-07-19,North America,Apparel,T-Shirt,Consumer,3,27.88,0.0,96.2,25.1
100296,2023-07-20,Middle East,Office Supplies,Sticky Notes,Small Business,4,10.15,0.0,46.7,12.02
100446,2023-07-20,Europe,Home & Garden,Garden Tool Set,Consumer,4,26.68,0.0,122.73,35.19
102077,2023-07-20,North America,Furniture,Desk Lamp,Consumer,2,257.46,0.05,562.55,170.28
101117,2023-07-20,North America,Apparel,T-Shirt,Small Business,5,37.9,0.0,217.9,101.76
102065,2023-07-20,Europe,Home & Garden,Garden Tool Set,Consumer,1,43.48,0.1,45.01,14.03
101554,2023-07-21,Europe,Office Supplies,Pen Set,Small Business,3,15.33,0.0,52.87,16.6
100740,2023-07-21,Asia Pacific,Apparel,Running Shoes,Corporate,5,50.27,0.05,274.62,112.11
101888,2023-07-21,Latin America,Apparel,Running Shoes,Consumer,4,22.87,0.05,99.95,45.22
102156,2023-07-21,Asia Pacific,Electronics,Laptop Sleeve,Consumer,1,60.14,0.15,58.79,15.98
101318,2023-07-22,Asia Pacific,Furniture,Office Chair,Corporate,6,178.85,0.0,1234.03,381.42
101285,2023-07-22,North America,Furniture,Bookshelf,Corporate,4,265.87,0.0,1222.98,436.01
100881,2023-07-22,North America,Electronics,Smartwatch,Consumer,7,74.8,0.2,481.73,94.89
101995,2023-07-22,Latin America,Office Supplies,Stapler,Corporate,7,10.86,0.1,78.7,17.46
100021,2023-07-22,Europe,Electronics,Bluetooth Speaker,Corporate,6,116.06,0.15,680.69,284.07
102044,2023-07-23,Europe,Furniture,Standing Desk,Corporate,6,319.93,0.15,1876.38,595.01
101189,2023-07-23,Latin America,Electronics,Bluetooth Speaker,Consumer,2,118.88,0.1,246.08,58.38
101740,2023-07-23,North America,Electronics,Bluetooth Speaker,Corporate,7,76.91,0.0,619.11,220.85
100707,2023-07-23,Asia Pacific,Furniture,Office Chair,Consumer,1,142.32,0.0,163.67,41.48
101759,2023-07-23,Latin America,Furniture,Bookshelf,Small Business,3,255.09,0.2,704.04,279.31
100770,2023-07-24,Europe,Office Supplies,Whiteboard,Consumer,3,22.79,0.05,74.69,26.03
102153,2023-07-24,Latin America,Home & Garden,Candle Set,Consumer,2,41.9,0.05,91.55,28.28
101112,2023-07-24,Asia Pacific,Apparel,Hoodie,Corporate,4,30.52,0.0,140.41,51.42
100887,2023-07-24,North America,Office Supplies,Sticky Notes,Consumer,6,23.07,0.0,159.2,74.69
100244,2023-07-24,North America,Electronics,Bluetooth Speaker,Small Business,3,61.47,0.0,212.06,57.98
100386,2023-07-24,North America,Office Supplies,Sticky Notes,Consumer,4,5.0,0.0,23.0,9.88
100503,2023-07-25,Asia Pacific,Office Supplies,Stapler,Corporate,1,20.02,0.1,20.72,8.42
100356,2023-07-25,North America,Apparel,Jacket,Small Business,6,37.48,0.05,245.69,82.88
100153,2023-07-25,Europe,Home & Garden,Wall Art,Consumer,6,33.11,0.1,205.63,79.89
101570,2023-07-25,Europe,Apparel,Cap,Consumer,2,54.88,0.0,126.23,34.97
100006,2023-07-25,Europe,Furniture,Desk Lamp,Consumer,6,209.32,0.0,1444.34,517.18
101673,2023-07-25,North America,Furniture,Bookshelf,Consumer,2,257.39,0.15,503.2,208.32
101355,2023-07-26,Europe,Electronics,Bluetooth Speaker,Corporate,4,124.66,0.0,573.45,176.49
101028,2023-07-26,North America,Office Supplies,Whiteboard,Corporate,1,9.38,0.0,10.79,3.81
100635,2023-07-26,North America,Home & Garden,Wall Art,Consumer,2,57.5,0.0,132.25,34.59
100935,2023-07-27,Asia Pacific,Furniture,Filing Cabinet,Consumer,5,185.4,0.3,746.22,121.95
100993,2023-07-27,North America,Furniture,Filing Cabinet,Corporate,6,337.83,0.0,2331.01,987.51
101027,2023-07-27,North America,Apparel,Cap,Consumer,4,31.7,0.0,145.81,49.55
100318,2023-07-28,North America,Furniture,Office Chair,Consumer,4,179.37,0.1,742.59,290.3
100653,2023-07-28,Latin America,Home & Garden,Plant Pot,Corporate,4,44.27,0.0,203.62,60.58
102111,2023-07-28,Europe,Apparel,Running Shoes,Consumer,7,38.31,0.05,292.98,139.84
102013,2023-07-29,North America,Home & Garden,Plant Pot,Consumer,1,25.57,0.1,26.46,10.51
101785,2023-07-29,Middle East,Electronics,Headphones,Consumer,6,96.01,0.1,596.2,229.3
100880,2023-07-30,Europe,Furniture,Standing Desk,Consumer,5,252.45,0.05,1379.01,617.98
101416,2023-07-30,North America,Apparel,Running Shoes,Consumer,5,36.54,0.2,168.08,45.39
102072,2023-07-31,Europe,Furniture,Office Chair,Corporate,5,377.38,0.15,1844.46,707.56
102098,2023-07-31,Asia Pacific,Furniture,Desk Lamp,Consumer,3,126.74,0.05,415.39,143.78
100380,2023-07-31,North America,Electronics,Bluetooth Speaker,Small Business,4,120.23,0.0,553.04,242.18
101387,2023-07-31,Europe,Apparel,Running Shoes,Consumer,1,37.7,0.05,41.18,19.93
101314,2023-08-01,Europe,Office Supplies,Notebook Pack,Corporate,7,8.12,0.1,51.19,22.55
101767,2023-08-01,North America,Home & Garden,Wall Art,Consumer,6,29.66,0.3,124.58,23.13
100227,2023-08-01,Asia Pacific,Apparel,Hoodie,Consumer,3,30.55,0.05,87.06,25.72
100276,2023-08-02,North America,Electronics,Bluetooth Speaker,Consumer,2,84.5,0.2,135.19,51.41
101763,2023-08-02,Asia Pacific,Home & Garden,Wall Art,Corporate,1,42.37,0.0,42.37,14.34
101828,2023-08-02,North America,Home & Garden,Candle Set,Consumer,1,76.81,0.2,61.45,21.11
101566,2023-08-03,Europe,Office Supplies,Sticky Notes,Consumer,6,5.0,0.15,25.5,7.7
101939,2023-08-04,Europe,Office Supplies,Stapler,Corporate,2,9.11,0.1,16.41,4.05
100172,2023-08-04,Asia Pacific,Furniture,Office Chair,Corporate,1,220.61,0.1,198.55,80.7
100904,2023-08-04,North America,Electronics,Laptop Sleeve,Consumer,5,5.0,0.0,25.0,7.34
100304,2023-08-04,Europe,Apparel,Running Shoes,Small Business,3,48.25,0.1,130.28,33.04
100121,2023-08-05,Asia Pacific,Furniture,Office Chair,Consumer,3,199.69,0.15,509.2,109.21
102132,2023-08-05,Europe,Office Supplies,Notebook Pack,Consumer,4,15.82,0.05,60.13,17.45
102166,2023-08-05,Middle East,Electronics,Bluetooth Speaker,Consumer,1,82.19,0.0,82.19,25.44
101655,2023-08-05,Europe,Furniture,Bookshelf,Small Business,4,180.12,0.0,720.47,336.97
101616,2023-08-06,North America,Apparel,Jacket,Consumer,3,32.96,0.0,98.87,28.29
100175,2023-08-06,Europe,Furniture,Standing Desk,Corporate,7,190.37,0.2,1066.08,285.3
102082,2023-08-07,Asia Pacific,Apparel,Running Shoes,Corporate,2,45.07,0.0,90.14,41.45
101504,2023-08-07,Europe,Apparel,Jacket,Consumer,3,37.89,0.1,102.3,39.27
100646,2023-08-07,Europe,Home & Garden,Wall Art,Consumer,1,34.05,0.3,23.83,8.92
101258,2023-08-08,North America,Apparel,Running Shoes,Consumer,2,29.86,0.0,59.72,19.05
101823,2023-08-08,Latin America,Home & Garden,Candle Set,Consumer,1,30.84,0.05,29.3,7.65
100531,2023-08-08,North America,Electronics,Headphones,Consumer,6,88.71,0.15,452.43,146.66
100057,2023-08-08,Europe,Home & Garden,Wall Art,Corporate,7,55.25,0.1,348.1,79.87
100764,2023-08-09,Latin America,Furniture,Office Chair,Corporate,5,301.18,0.05,1430.6,482.52
101629,2023-08-09,Latin America,Home & Garden,Garden Tool Set,Consumer,5,45.9,0.05,218.04,100.12
101164,2023-08-09,North America,Home & Garden,Wall Art,Consumer,4,51.96,0.0,207.86,96.36
100489,2023-08-09,North America,Home & Garden,Wall Art,Consumer,1,34.37,0.0,34.37,11.41
100288,2023-08-11,Europe,Electronics,Smartwatch,Consumer,3,87.37,0.05,249.0,78.87
100143,2023-08-12,North America,Apparel,T-Shirt,Corporate,7,32.68,0.0,228.74,113.32
100488,2023-08-12,Asia Pacific,Office Supplies,Stapler,Corporate,3,22.68,0.1,61.22,25.81
101818,2023-08-13,Asia Pacific,Office Supplies,Whiteboard,Consumer,3,11.34,0.05,32.33,8.93
100495,2023-08-13,Europe,Electronics,Smartwatch,Corporate,7,99.95,0.0,699.66,327.8
100020,2023-08-13,Asia Pacific,Furniture,Filing Cabinet,Consumer,6,382.57,0.0,2295.44,762.01
101619,2023-08-13,Europe,Apparel,Hoodie,Consumer,7,38.33,0.0,268.32,85.43
101513,2023-08-14,Asia Pacific,Electronics,Headphones,Consumer,3,81.77,0.05,233.04,96.43
100333,2023-08-14,Europe,Home & Garden,Wall Art,Consumer,2,65.52,0.1,117.93,38.88
100138,2023-08-14,Europe,Apparel,Cap,Consumer,2,38.51,0.0,77.02,34.27
100720,2023-08-14,Asia Pacific,Furniture,Bookshelf,Consumer,7,212.73,0.0,1489.13,426.2
100910,2023-08-15,Asia Pacific,Apparel,T-Shirt,Consumer,7,38.37,0.1,241.75,89.16
100667,2023-08-15,Asia Pacific,Home & Garden,Garden Tool Set,Corporate,7,53.68,0.05,357.0,137.73
100215,2023-08-15,Europe,Home & Garden,Garden Tool Set,Consumer,5,43.5,0.2,173.99,41.37
102025,2023-08-15,Europe,Electronics,Laptop Sleeve,Consumer,5,55.37,0.05,263.02,64.31
100119,2023-08-15,Latin America,Office Supplies,Notebook Pack,Consumer,7,21.28,0.0,148.97,56.0
100233,2023-08-15,North America,Office Supplies,Whiteboard,Consumer,6,24.3,0.0,145.8,51.46
101543,2023-08-15,Europe,Home & Garden,Plant Pot,Consumer,5,59.07,0.05,280.58,134.06
100095,2023-08-16,Europe,Home & Garden,Garden Tool Set,Consumer,5,49.08,0.1,220.88,68.41
100715,2023-08-17,Asia Pacific,Furniture,Desk Lamp,Consumer,2,292.34,0.05,555.45,233.53
101766,2023-08-17,Middle East,Furniture,Office Chair,Consumer,7,214.3,0.1,1350.1,600.98
101398,2023-08-17,Europe,Home & Garden,Wall Art,Small Business,5,36.84,0.05,174.98,49.1
102018,2023-08-17,Asia Pacific,Office Supplies,Stapler,Corporate,6,22.5,0.15,114.75,27.12
100793,2023-08-17,North America,Electronics,Smartwatch,Consumer,3,44.65,0.15,113.87,31.11
100444,2023-08-17,Europe,Electronics,Bluetooth Speaker,Consumer,2,89.63,0.15,152.37,49.79
100195,2023-08-18,Europe,Apparel,Jacket,Consumer,3,19.25,0.3,40.43,12.06
101595,2023-08-19,North America,Electronics,Wireless Mouse,Consumer,4,76.45,0.05,290.52,101.44
101545,2023-08-19,Asia Pacific,Electronics,Laptop Sleeve,Small Business,4,59.18,0.0,236.71,106.28
101927,2023-08-20,Europe,Furniture,Standing Desk,Consumer,7,227.86,0.05,1515.26,637.51
100274,2023-08-20,Latin America,Home & Garden,Plant Pot,Corporate,4,56.48,0.1,203.34,88.88
101041,2023-08-20,Europe,Home & Garden,Wall Art,Consumer,7,38.61,0.0,270.26,123.84
100516,2023-08-20,Europe,Home & Garden,Candle Set,Small Business,4,27.05,0.0,108.19,35.11
100725,2023-08-20,North America,Apparel,Hoodie,Corporate,1,43.28,0.1,38.95,17.0
100958,2023-08-20,North America,Apparel,Hoodie,Consumer,2,15.14,0.0,30.27,10.39
100144,2023-08-21,Middle East,Home & Garden,Wall Art,Consumer,5,42.28,0.0,211.38,56.16
101713,2023-08-21,Asia Pacific,Furniture,Office Chair,Consumer,6,204.69,0.15,1043.93,407.52
101599,2023-08-21,Europe,Furniture,Bookshelf,Consumer,5,234.63,0.2,938.51,191.35
101008,2023-08-21,Asia Pacific,Furniture,Bookshelf,Consumer,2,110.0,0.2,176.0,48.87
102079,2023-08-21,Middle East,Furniture,Desk Lamp,Corporate,4,218.36,0.0,873.44,392.59
101976,2023-08-21,Europe,Office Supplies,Pen Set,Consumer,2,19.3,0.1,34.75,13.81
101920,2023-08-22,Europe,Apparel,T-Shirt,Consumer,1,35.58,0.05,33.81,13.23
100395,2023-08-22,Europe,Apparel,Jacket,Corporate,3,13.03,0.05,37.14,12.99
100231,2023-08-22,Asia Pacific,Home & Garden,Plant Pot,Consumer,1,38.55,0.0,38.55,17.84
100978,2023-08-22,Europe,Apparel,Jacket,Corporate,1,28.47,0.0,28.47,11.34
101479,2023-08-22,Asia Pacific,Furniture,Filing Cabinet,Consumer,1,267.3,0.0,267.3,110.25
101338,2023-08-23,Middle East,Home & Garden,Wall Art,Consumer,4,26.37,0.0,105.49,29.67
100394,2023-08-23,Asia Pacific,Apparel,Hoodie,Consumer,4,35.58,0.1,128.08,56.41
100964,2023-08-23,Asia Pacific,Apparel,Running Shoes,Consumer,7,31.18,0.0,218.28,95.78
102146,2023-08-23,Europe,Office Supplies,Notebook Pack,Consumer,2,8.63,0.15,14.67,6.0
100226,2023-08-24,North America,Apparel,T-Shirt,Small Business,5,33.53,0.1,150.88,66.84
101284,2023-08-24,Latin America,Office Supplies,Pen Set,Small Business,7,13.77,0.1,86.77,21.83
101334,2023-08-24,North America,Home & Garden,Throw Blanket,Corporate,7,46.92,0.1,295.57,94.96
100480,2023-08-25,Europe,Electronics,Laptop Sleeve,Small Business,1,16.06,0.1,14.46,5.57
100165,2023-08-25,Europe,Office Supplies,Notebook Pack,Consumer,4,19.75,0.05,75.04,31.76
100876,2023-08-26,Asia Pacific,Home & Garden,Wall Art,Consumer,1,53.53,0.3,37.47,14.1
100109,2023-08-27,Europe,Apparel,T-Shirt,Corporate,2,48.12,0.3,67.37,11.72
100889,2023-08-27,Asia Pacific,Electronics,Laptop Sleeve,Consumer,4,53.23,0.05,202.29,70.55
100771,2023-08-27,North America,Furniture,Office Chair,Small Business,3,271.49,0.0,814.46,207.91
100840,2023-08-27,Asia Pacific,Electronics,Laptop Sleeve,Consumer,2,104.84,0.0,209.68,82.73
101938,2023-08-28,North America,Furniture,Desk Lamp,Corporate,5,318.2,0.15,1352.34,340.51
101689,2023-08-29,North America,Home & Garden,Plant Pot,Corporate,2,43.44,0.0,86.87,37.73
102150,2023-08-29,Asia Pacific,Home & Garden,Plant Pot,Consumer,7,41.63,0.15,247.72,53.98
100977,2023-08-29,Asia Pacific,Apparel,Jacket,Corporate,7,44.93,0.0,314.49,100.41
101356,2023-08-29,Middle East,Electronics,Smartwatch,Consumer,6,80.62,0.0,483.71,176.96
101487,2023-08-30,Europe,Furniture,Office Chair,Small Business,6,174.29,0.1,941.18,239.8
100786,2023-08-30,Middle East,Electronics,Headphones,Corporate,3,135.05,0.0,405.15,167.4
100005,2023-08-30,Europe,Furniture,Filing Cabinet,Consumer,4,152.58,0.05,579.79,276.21
100388,2023-08-30,Latin America,Office Supplies,Stapler,Consumer,4,12.58,0.0,50.32,21.26
101521,2023-08-30,North America,Office Supplies,Pen Set,Consumer,4,17.28,0.0,69.12,34.45
102054,2023-08-31,North America,Furniture,Filing Cabinet,Corporate,5,203.52,0.3,712.33,265.16
100512,2023-08-31,Europe,Apparel,Cap,Corporate,5,24.58,0.0,122.88,52.7
101055,2023-08-31,Europe,Furniture,Bookshelf,Corporate,7,213.89,0.0,1497.24,665.87
100452,2023-09-01,Asia Pacific,Furniture,Office Chair,Consumer,2,159.49,0.05,303.03,95.6
101615,2023-09-01,Middle East,Electronics,Wireless Mouse,Corporate,1,85.09,0.1,76.58,20.2
101204,2023-09-01,Middle East,Electronics,Bluetooth Speaker,Consumer,7,56.87,0.2,318.45,126.22
101366,2023-09-01,Europe,Apparel,Cap,Consumer,6,35.99,0.1,194.35,47.35
101006,2023-09-01,North America,Furniture,Office Chair,Small Business,1,189.29,0.0,189.29,84.7
100989,2023-09-02,Asia Pacific,Furniture,Bookshelf,Consumer,6,115.05,0.1,621.27,254.38
101804,2023-09-02,North America,Office Supplies,Whiteboard,Corporate,1,32.05,0.05,30.45,14.63
101954,2023-09-02,Latin America,Home & Garden,Garden Tool Set,Consumer,4,43.3,0.0,173.21,51.52
101643,2023-09-02,Europe,Office Supplies,Pen Set,Consumer,5,20.7,0.15,87.96,22.5
101077,2023-09-02,North America,Home & Garden,Garden Tool Set,Small Business,6,37.65,0.05,214.61,50.85
101680,2023-09-02,North America,Home & Garden,Wall Art,Consumer,7,52.42,0.0,366.97,117.36
100609,2023-09-03,Europe,Apparel,Running Shoes,Consumer,3,49.44,0.0,148.31,43.47
101399,2023-09-03,Latin America,Furniture,Desk Lamp,Small Business,3,196.63,0.3,412.92,103.95
101542,2023-09-03,Asia Pacific,Office Supplies,Notebook Pack,Corporate,6,12.81,0.15,65.34,14.36
102027,2023-09-03,Asia Pacific,Apparel,Hoodie,Consumer,7,50.44,0.15,300.09,134.57
101199,2023-09-03,North America,Apparel,Cap,Corporate,2,15.16,0.05,28.8,13.88
100041,2023-09-04,North America,Furniture,Bookshelf,Corporate,1,175.12,0.0,175.12,73.93
101610,2023-09-05,North America,Home & Garden,Plant Pot,Consumer,7,31.38,0.0,219.66,79.94
101214,2023-09-06,Europe,Furniture,Bookshelf,Consumer,4,206.03,0.15,700.49,241.17
101210,2023-09-06,North America,Home & Garden,Plant Pot,Consumer,7,36.76,0.05,244.43,101.57
100070,2023-09-06,Europe,Home & Garden,Throw Blanket,Small Business,5,64.63,0.15,274.68,93.44
101301,2023-09-06,Europe,Office Supplies,Stapler,Consumer,7,5.55,0.1,34.96,12.32
100760,2023-09-07,Asia Pacific,Home & Garden,Candle Set,Consumer,7,39.97,0.2,223.84,47.02
101601,2023-09-07,North America,Home & Garden,Garden Tool Set,Consumer,3,42.83,0.1,115.64,46.42
101803,2023-09-07,Europe,Electronics,Bluetooth Speaker,Consumer,4,101.91,0.2,326.12,67.47
102057,2023-09-08,Asia Pacific,Furniture,Desk Lamp,Small Business,1,142.99,0.0,142.99,53.68
100340,2023-09-09,Middle East,Apparel,Hoodie,Consumer,4,41.18,0.0,164.72,64.36
101671,2023-09-09,Europe,Home & Garden,Candle Set,Consumer,6,35.37,0.1,190.98,63.66
102058,2023-09-09,North America,Office Supplies,Notebook Pack,Consumer,1,7.12,0.3,4.98,1.32
100008,2023-09-09,North America,Office Supplies,Whiteboard,Consumer,5,19.75,0.1,88.88,20.33
100841,2023-09-10,North America,Home & Garden,Candle Set,Consumer,7,24.0,0.15,142.79,51.51
102192,2023-09-10,Europe,Furniture,Office Chair,Consumer,4,187.66,0.1,675.59,219.81
101088,2023-09-11,Asia Pacific,Office Supplies,Notebook Pack,Consumer,7,15.26,0.3,74.78,28.52
101882,2023-09-11,Middle East,Apparel,T-Shirt,Small Business,6,47.41,0.0,284.45,86.59
100607,2023-09-11,North America,Furniture,Desk Lamp,Small Business,6,320.24,0.15,1633.2,344.85
101553,2023-09-11,North America,Apparel,Hoodie,Consumer,3,14.24,0.0,42.73,19.57
100849,2023-09-12,Europe,Electronics,Bluetooth Speaker,Corporate,7,132.62,0.15,789.08,301.33
101044,2023-09-12,North America,Apparel,Hoodie,Consumer,3,30.87,0.0,92.62,31.04
101786,2023-09-13,North America,Electronics,Bluetooth Speaker,Consumer,2,92.62,0.05,175.97,83.48
100734,2023-09-13,North America,Home & Garden,Plant Pot,Consumer,7,27.51,0.0,192.6,66.3
102131,2023-09-14,Asia Pacific,Home & Garden,Throw Blanket,Small Business,5,29.43,0.0,147.16,71.63
102197,2023-09-14,Europe,Office Supplies,Whiteboard,Corporate,7,14.38,0.05,95.63,24.45
101068,2023-09-14,North America,Office Supplies,Notebook Pack,Consumer,5,18.3,0.15,77.76,25.85
101429,2023-09-14,Middle East,Furniture,Standing Desk,Consumer,7,233.06,0.05,1549.86,720.56
100680,2023-09-15,Europe,Office Supplies,Pen Set,Consumer,4,22.73,0.05,86.38,40.47
101294,2023-09-15,North America,Office Supplies,Pen Set,Consumer,6,17.98,0.0,107.89,45.17
102168,2023-09-16,Europe,Apparel,Cap,Corporate,7,37.58,0.1,236.74,53.91
102145,2023-09-16,Europe,Electronics,Headphones,Consumer,6,87.83,0.05,500.64,167.12
100743,2023-09-16,Europe,Electronics,Headphones,Small Business,5,75.94,0.2,303.78,106.89
102189,2023-09-16,Middle East,Apparel,Jacket,Corporate,1,45.55,0.1,41.0,9.1
100624,2023-09-16,Latin America,Apparel,Hoodie,Consumer,4,36.83,0.2,117.86,29.95
100086,2023-09-16,North America,Furniture,Standing Desk,Consumer,2,229.14,0.3,320.8,105.68
101083,2023-09-17,North America,Home & Garden,Throw Blanket,Consumer,4,49.42,0.0,197.69,52.22
100704,2023-09-17,Europe,Electronics,Headphones,Small Business,3,57.2,0.1,154.44,56.94
101649,2023-09-17,North America,Home & Garden,Candle Set,Corporate,4,21.67,0.05,82.35,36.02
100556,2023-09-18,Europe,Furniture,Standing Desk,Small Business,4,140.14,0.3,392.38,90.23
101395,2023-09-18,Europe,Electronics,Headphones,Consumer,6,81.01,0.15,413.18,118.23
100140,2023-09-19,Europe,Home & Garden,Plant Pot,Consumer,1,26.42,0.0,26.42,11.63
100295,2023-09-19,Asia Pacific,Office Supplies,Pen Set,Small Business,5,10.42,0.05,49.49,18.51
101413,2023-09-19,Latin America,Electronics,Bluetooth Speaker,Consumer,7,46.12,0.0,322.84,121.84
101784,2023-09-19,Europe,Office Supplies,Pen Set,Corporate,2,9.85,0.15,16.74,5.73
101230,2023-09-20,North America,Electronics,Laptop Sleeve,Corporate,1,75.6,0.0,75.6,24.21
101738,2023-09-20,North America,Home & Garden,Wall Art,Consumer,6,35.58,0.05,202.79,75.13
100922,2023-09-21,Europe,Office Supplies,Whiteboard,Corporate,3,19.24,0.05,54.83,19.35
100713,2023-09-21,Latin America,Electronics,Wireless Mouse,Small Business,1,53.74,0.0,53.74,17.6
101596,2023-09-22,Middle East,Office Supplies,Stapler,Corporate,7,27.33,0.15,162.6,67.88
102128,2023-09-22,Europe,Furniture,Desk Lamp,Consumer,4,112.74,0.0,450.97,195.27
101624,2023-09-23,Middle East,Home & Garden,Throw Blanket,Consumer,1,29.99,0.0,29.99,11.86
102171,2023-09-23,Europe,Office Supplies,Sticky Notes,Small Business,7,21.42,0.05,142.47,58.8
100204,2023-09-23,Asia Pacific,Electronics,Bluetooth Speaker,Small Business,4,76.0,0.1,273.59,119.07
101222,2023-09-24,Europe,Office Supplies,Whiteboard,Small Business,2,21.05,0.0,42.1,20.75
100558,2023-09-25,Europe,Home & Garden,Plant Pot,Corporate,2,35.61,0.1,64.1,15.2
101728,2023-09-25,Asia Pacific,Electronics,Headphones,Small Business,6,83.09,0.05,473.59,131.79
101691,2023-09-25,Asia Pacific,Furniture,Filing Cabinet,Consumer,3,104.12,0.2,249.89,80.93
100663,2023-09-26,Europe,Home & Garden,Throw Blanket,Consumer,1,50.91,0.1,45.82,21.45
101977,2023-09-26,North America,Apparel,Running Shoes,Consumer,7,32.42,0.3,158.84,48.79
101459,2023-09-26,Europe,Office Supplies,Stapler,Consumer,5,17.81,0.0,89.06,41.66
102186,2023-09-26,Asia Pacific,Home & Garden,Throw Blanket,Consumer,1,33.94,0.1,30.55,12.7
101755,2023-09-26,North America,Office Supplies,Pen Set,Consumer,7,8.43,0.0,59.04,27.27
100716,2023-09-26,North America,Apparel,T-Shirt,Consumer,2,39.47,0.0,78.93,21.47
100562,2023-09-27,North America,Home & Garden,Candle Set,Corporate,7,46.4,0.0,324.83,96.44
100479,2023-09-27,Asia Pacific,Electronics,Wireless Mouse,Small Business,7,82.33,0.2,461.05,113.38
102023,2023-09-27,Europe,Furniture,Bookshelf,Small Business,5,120.48,0.05,572.27,192.84
100363,2023-09-27,Asia Pacific,Home & Garden,Candle Set,Consumer,6,46.01,0.0,276.05,103.19
100379,2023-09-28,Asia Pacific,Apparel,T-Shirt,Consumer,3,53.37,0.1,144.1,59.01
