date,region,department,expense_type,amount
2023-06-01,North America,Admin,Salaries,15164.21
2023-06-01,North America,Admin,Rent,3606.72
2023-06-01,North America,Admin,Utilities,994.23
2023-06-01,North America,Admin,Travel,852.34
2023-06-01,North America,Admin,Software,1108.62
2023-06-01,North America,Admin,Professional Services,1376.93
2023-06-01,North America,Operations,Salaries,11725.28
2023-06-01,North America,Operations,Rent,3244.88
2023-06-01,North America,Operations,Utilities,744.8
2023-06-01,North America,Operations,Software,946.49
2023-06-01,North America,Operations,Professional Services,1488.86
2023-06-01,Europe,Sales,Salaries,8703.28
2023-06-01,Europe,Sales,Rent,2096.62
2023-06-01,Europe,Sales,Utilities,517.62
2023-06-01,Europe,Sales,Travel,460.21
2023-06-01,Europe,Sales,Software,697.31
2023-06-01,Europe,Sales,Professional Services,758.29
2023-06-01,Europe,Marketing,Rent,2012.92
2023-06-01,Europe,Marketing,Utilities,498.66
2023-06-01,Europe,Marketing,Travel,473.19
2023-06-01,Europe,R&D,Salaries,7498.23
2023-06-01,Europe,R&D,Rent,1991.59
2023-06-01,Europe,R&D,Utilities,541.3
2023-06-01,Europe,R&D,Travel,467.1
2023-06-01,Europe,R&D,Professional Services,705.11
2023-06-01,Europe,Admin,Salaries,10302.48
2023-06-01,Europe,Admin,Rent,2279.74
2023-06-01,Europe,Admin,Utilities,628.2
2023-06-01,Europe,Admin,Travel,485.24
2023-06-01,Europe,Admin,Software,770.26
2023-06-01,Europe,Admin,Professional Services,941.86
2023-06-01,Europe,Operations,Salaries,8778.59
2023-06-01,Europe,Operations,Utilities,627.07
2023-06-01,Asia Pacific,Sales,Salaries,8338.52
2023-06-01,Asia Pacific,Sales,Rent,2104.17
2023-06-01,Asia Pacific,Sales,Utilities,693.26
2023-06-01,Asia Pacific,Sales,Travel,412.01
2023-06-01,Asia Pacific,Sales,Software,923.35
2023-06-01,Asia Pacific,Sales,Professional Services,875.75
2023-06-01,Asia Pacific,Marketing,Salaries,7640.26
2023-06-01,Asia Pacific,Marketing,Rent,1997.29
2023-06-01,Asia Pacific,Marketing,Utilities,540.44
2023-06-01,Asia Pacific,Marketing,Software,581.18
2023-06-01,Asia Pacific,Marketing,Professional Services,838.76
2023-06-01,Asia Pacific,R&D,Salaries,9142.41
2023-06-01,Asia Pacific,R&D,Rent,2334.97
2023-06-01,Asia Pacific,R&D,Software,679.93
2023-06-01,Asia Pacific,R&D,Professional Services,831.81
2023-06-01,Asia Pacific,Admin,Salaries,6755.13
2023-06-01,Asia Pacific,Admin,Rent,2051.16
2023-06-01,Asia Pacific,Admin,Travel,399.39
2023-06-01,Asia Pacific,Admin,Software,703.41
2023-06-01,Asia Pacific,Admin,Professional Services,788.3
2023-06-01,Asia Pacific,Operations,Salaries,9232.64
2023-06-01,Asia Pacific,Operations,Rent,2129.96
2023-06-01,Asia Pacific,Operations,Utilities,582.89
2023-06-01,Asia Pacific,Operations,Travel,364.61
2023-06-01,Asia Pacific,Operations,Professional Services,807.42
2023-06-01,Latin America,Sales,Salaries,10513.27
2023-06-01,Latin America,Sales,Rent,2685.52
2023-06-01,Latin America,Sales,Utilities,712.9
2023-06-01,Latin America,Sales,Travel,532.09
2023-06-01,Latin America,Sales,Software,882.06
2023-06-01,Latin America,Marketing,Salaries,12653.04
2023-06-01,Latin America,Marketing,Rent,2495.35
2023-06-01,Latin America,Marketing,Utilities,695.32
2023-06-01,Latin America,Marketing,Travel,624.88
2023-06-01,Latin America,Marketing,Software,974.3
2023-06-01,Latin America,Marketing,Professional Services,1119.62
2023-06-01,Latin America,R&D,Salaries,14423.04
2023-06-01,Latin America,R&D,Rent,3101.02
2023-06-01,Latin America,R&D,Software,1354.04
2023-06-01,Latin America,R&D,Professional Services,1319.75
2023-06-01,Latin America,Admin,Salaries,11540.14
2023-06-01,Latin America,Admin,Rent,2850.86
2023-06-01,Latin America,Admin,Utilities,620.72
2023-06-01,Latin America,Admin,Travel,599.68
2023-06-01,Latin America,Admin,Software,760.13
2023-06-01,Latin America,Admin,Professional Services,1175.5
2023-06-01,Latin America,Operations,Salaries,11534.27
2023-06-01,Latin America,Operations,Rent,3155.21
2023-06-01,Latin America,Operations,Travel,716.63
2023-06-01,Latin America,Operations,Software,981.85
2023-06-01,Middle East,Sales,Salaries,18583.66
2023-06-01,Middle East,Sales,Rent,4348.43
2023-06-01,Middle East,Sales,Professional Services,1592.91
2023-06-01,Middle East,Marketing,Salaries,12357.33
2023-06-01,Middle East,Marketing,Utilities,865.16
2023-06-01,Middle East,Marketing,Travel,759.15
2023-06-01,Middle East,Marketing,Professional Services,1514.36
2023-06-01,Middle East,R&D,Salaries,17786.29
2023-06-01,Middle East,R&D,Rent,4537.15
2023-06-01,Middle East,R&D,Travel,880.42
2023-06-01,Middle East,R&D,Software,1377.96
2023-06-01,Middle East,Admin,Salaries,14941.71
2023-06-01,Middle East,Admin,Rent,3521.65
2023-06-01,Middle East,Admin,Utilities,977.32
2023-06-01,Middle East,Admin,Travel,686.76
2023-06-01,Middle East,Admin,Software,1190.69
2023-06-01,Middle East,Admin,Professional Services,1522.63
2023-06-01,Middle East,Operations,Salaries,15009.08
2023-06-01,Middle East,Operations,Rent,3439.22
2023-06-01,Middle East,Operations,Utilities,1057.88
2023-06-01,Middle East,Operations,Software,1408.41
2023-06-01,Middle East,Operations,Professional Services,1612.25
2023-07-01,North America,Sales,Utilities,935.66
2023-07-01,North America,Sales,Software,1094.87
2023-07-01,North America,Sales,Professional Services,1238.41
2023-07-01,North America,Marketing,Salaries,14798.62
2023-07-01,North America,Marketing,Utilities,764.01
2023-07-01,North America,Marketing,Travel,583.17
2023-07-01,North America,R&D,Salaries,11219.8
2023-07-01,North America,R&D,Rent,3026.01
2023-07-01,North America,R&D,Utilities,929.32
2023-07-01,North America,R&D,Travel,553.21
2023-07-01,North America,R&D,Software,1167.95
2023-07-01,North America,Admin,Salaries,13932.79
2023-07-01,North America,Admin,Rent,3222.45
2023-07-01,North America,Admin,Utilities,880.44
2023-07-01,North America,Admin,Professional Services,1128.87
2023-07-01,North America,Operations,Salaries,15172.11
2023-07-01,North America,Operations,Rent,3391.49
2023-07-01,North America,Operations,Utilities,844.12
2023-07-01,North America,Operations,Travel,618.07
2023-07-01,North America,Operations,Software,1242.73
2023-07-01,North America,Operations,Professional Services,1513.47
2023-07-01,Europe,Sales,Salaries,13937.05
2023-07-01,Europe,Sales,Rent,3473.17
2023-07-01,Europe,Sales,Utilities,852.0
2023-07-01,Europe,Sales,Professional Services,1523.29
2023-07-01,Europe,Marketing,Salaries,15761.07
2023-07-01,Europe,Marketing,Rent,3675.34
2023-07-01,Europe,Marketing,Utilities,976.58
2023-07-01,Europe,Marketing,Travel,868.11
2023-07-01,Europe,Marketing,Software,1488.31
2023-07-01,Europe,Marketing,Professional Services,1795.0
2023-07-01,Europe,R&D,Salaries,17539.15
2023-07-01,Europe,R&D,Rent,4796.6
2023-07-01,Europe,R&D,Utilities,1219.2
2023-07-01,Europe,R&D,Travel,823.88
2023-07-01,Europe,R&D,Software,1348.71
2023-07-01,Europe,R&D,Professional Services,1473.8
2023-07-01,Europe,Admin,Salaries,13206.85
2023-07-01,Europe,Admin,Rent,3147.79
2023-07-01,Europe,Admin,Utilities,992.02
2023-07-01,Europe,Admin,Travel,593.6
2023-07-01,Europe,Admin,Software,1124.67
2023-07-01,Europe,Admin,Professional Services,1341.43
2023-07-01,Europe,Operations,Salaries,15049.76
2023-07-01,Europe,Operations,Rent,3641.42
2023-07-01,Europe,Operations,Utilities,1051.39
2023-07-01,Europe,Operations,Travel,800.65
2023-07-01,Europe,Operations,Software,1096.79
2023-07-01,Europe,Operations,Professional Services,1374.24
2023-07-01,Asia Pacific,Sales,Salaries,11385.55
2023-07-01,Asia Pacific,Sales,Rent,3485.55
2023-07-01,Asia Pacific,Sales,Utilities,911.56
2023-07-01,Asia Pacific,Sales,Travel,683.51
2023-07-01,Asia Pacific,Sales,Professional Services,1056.36
2023-07-01,Asia Pacific,Marketing,Salaries,13880.25
2023-07-01,Asia Pacific,Marketing,Rent,3173.62
2023-07-01,Asia Pacific,Marketing,Utilities,930.82
2023-07-01,Asia Pacific,Marketing,Travel,734.16
2023-07-01,Asia Pacific,R&D,Salaries,13405.99
2023-07-01,Asia Pacific,R&D,Travel,665.76
2023-07-01,Asia Pacific,R&D,Software,1386.84
2023-07-01,Asia Pacific,Admin,Salaries,15326.32
2023-07-01,Asia Pacific,Admin,Rent,3413.66
2023-07-01,Asia Pacific,Admin,Travel,761.53
2023-07-01,Asia Pacific,Admin,Professional Services,1568.61
2023-07-01,Asia Pacific,Operations,Salaries,11174.01
2023-07-01,Asia Pacific,Operations,Rent,2560.19
2023-07-01,Asia Pacific,Operations,Utilities,662.82
2023-07-01,Asia Pacific,Operations,Travel,583.71
2023-07-01,Asia Pacific,Operations,Software,804.22
2023-07-01,Asia Pacific,Operations,Professional Services,992.07
2023-07-01,Latin America,Sales,Salaries,11973.94
2023-07-01,Latin America,Sales,Utilities,752.74
2023-07-01,Latin America,Sales,Software,1205.01
2023-07-01,Latin America,Marketing,Salaries,17810.05
2023-07-01,Latin America,Marketing,Rent,4217.41
2023-07-01,Latin America,Marketing,Utilities,1117.79
2023-07-01,Latin America,Marketing,Travel,705.53
2023-07-01,Latin America,Marketing,Software,1164.64
2023-07-01,Latin America,Marketing,Professional Services,1576.88
2023-07-01,Latin America,R&D,Salaries,17074.15
2023-07-01,Latin America,R&D,Utilities,1107.45
2023-07-01,Latin America,R&D,Software,1186.12
2023-07-01,Latin America,R&D,Professional Services,1494.47
2023-07-01,Latin America,Admin,Travel,600.49
2023-07-01,Latin America,Admin,Professional Services,1327.48
2023-07-01,Latin America,Operations,Salaries,13638.99
2023-07-01,Latin America,Operations,Rent,3081.06
2023-07-01,Latin America,Operations,Utilities,1079.62
2023-07-01,Latin America,Operations,Travel,723.1
2023-07-01,Latin America,Operations,Software,1125.24
2023-07-01,Latin America,Operations,Professional Services,1527.03
2023-07-01,Middle East,Sales,Rent,3441.03
2023-07-01,Middle East,Sales,Travel,830.87
2023-07-01,Middle East,Marketing,Salaries,13490.31
2023-07-01,Middle East,Marketing,Travel,595.92
2023-07-01,Middle East,Marketing,Software,1041.67
2023-07-01,Middle East,Marketing,Professional Services,1193.85
2023-07-01,Middle East,R&D,Rent,4778.35
2023-07-01,Middle East,R&D,Utilities,1101.99
2023-07-01,Middle East,R&D,Software,1490.72
2023-07-01,Middle East,Admin,Salaries,16779.64
2023-07-01,Middle East,Admin,Rent,3984.87
2023-07-01,Middle East,Admin,Utilities,948.71
2023-07-01,Middle East,Admin,Travel,660.0
2023-07-01,Middle East,Admin,Software,1247.99
2023-07-01,Middle East,Admin,Professional Services,1411.56
2023-07-01,Middle East,Operations,Salaries,12670.28
2023-07-01,Middle East,Operations,Utilities,884.34
2023-07-01,Middle East,Operations,Travel,674.59
2023-07-01,Middle East,Operations,Software,1086.26
2023-07-01,Middle East,Operations,Professional Services,1559.2
2023-08-01,North America,Sales,Salaries,12637.01
2023-08-01,North America,Sales,Rent,3223.94
2023-08-01,North America,Sales,Utilities,751.94
2023-08-01,North America,Sales,Travel,567.72
2023-08-01,North America,Sales,Software,1084.77
2023-08-01,North America,Sales,Professional Services,1101.79
2023-08-01,North America,Marketing,Salaries,11811.76
2023-08-01,North America,Marketing,Software,1115.75
2023-08-01,North America,Marketing,Professional Services,1173.2
2023-08-01,North America,R&D,Rent,2698.78
2023-08-01,North America,R&D,Utilities,695.27
2023-08-01,North America,R&D,Software,836.79
2023-08-01,North America,Admin,Salaries,11696.72
2023-08-01,North America,Admin,Rent,3236.88
2023-08-01,North America,Admin,Travel,514.74
2023-08-01,North America,Admin,Software,918.92
2023-08-01,North America,Admin,Professional Services,1275.96
2023-08-01,North America,Operations,Salaries,10901.83
2023-08-01,North America,Operations,Rent,3224.98
2023-08-01,North America,Operations,Travel,577.11
2023-08-01,North America,Operations,Software,843.46
2023-08-01,North America,Operations,Professional Services,1190.09
2023-08-01,Europe,Sales,Rent,2166.42
2023-08-01,Europe,Sales,Utilities,772.09
2023-08-01,Europe,Sales,Professional Services,874.28
2023-08-01,Europe,Marketing,Salaries,12424.75
2023-08-01,Europe,Marketing,Rent,3205.27
2023-08-01,Europe,Marketing,Utilities,736.2
2023-08-01,Europe,Marketing,Travel,674.58
2023-08-01,Europe,Marketing,Software,1000.19
2023-08-01,Europe,Marketing,Professional Services,1060.08
2023-08-01,Europe,R&D,Rent,2404.48
2023-08-01,Europe,R&D,Utilities,629.9
2023-08-01,Europe,R&D,Travel,511.71
2023-08-01,Europe,R&D,Software,952.53
2023-08-01,Europe,R&D,Professional Services,1167.26
2023-08-01,Europe,Admin,Salaries,9002.7
2023-08-01,Europe,Admin,Rent,2529.95
2023-08-01,Europe,Admin,Utilities,602.01
2023-08-01,Europe,Admin,Professional Services,1096.35
2023-08-01,Europe,Operations,Rent,3217.38
2023-08-01,Europe,Operations,Utilities,875.54
2023-08-01,Europe,Operations,Travel,709.42
2023-08-01,Europe,Operations,Professional Services,1450.88
2023-08-01,Asia Pacific,Sales,Salaries,11976.27
2023-08-01,Asia Pacific,Sales,Rent,2904.29
2023-08-01,Asia Pacific,Sales,Utilities,810.56
2023-08-01,Asia Pacific,Sales,Travel,510.08
2023-08-01,Asia Pacific,Sales,Professional Services,950.69
2023-08-01,Asia Pacific,Marketing,Rent,1876.62
2023-08-01,Asia Pacific,Marketing,Utilities,605.83
2023-08-01,Asia Pacific,Marketing,Travel,394.03
2023-08-01,Asia Pacific,Marketing,Software,709.68
2023-08-01,Asia Pacific,Marketing,Professional Services,874.71
2023-08-01,Asia Pacific,R&D,Salaries,7248.02
2023-08-01,Asia Pacific,R&D,Rent,2118.61
2023-08-01,Asia Pacific,R&D,Travel,360.72
2023-08-01,Asia Pacific,R&D,Software,705.36
2023-08-01,Asia Pacific,Admin,Salaries,7273.09
2023-08-01,Asia Pacific,Admin,Rent,2091.13
2023-08-01,Asia Pacific,Admin,Utilities,482.65
2023-08-01,Asia Pacific,Admin,Travel,439.87
2023-08-01,Asia Pacific,Admin,Professional Services,713.75
2023-08-01,Asia Pacific,Operations,Salaries,8855.86
2023-08-01,Asia Pacific,Operations,Rent,2106.81
2023-08-01,Asia Pacific,Operations,Travel,494.39
2023-08-01,Asia Pacific,Operations,Software,716.51
2023-08-01,Asia Pacific,Operations,Professional Services,775.87
2023-08-01,Latin America,Sales,Salaries,9687.93
2023-08-01,Latin America,Sales,Rent,1942.22
2023-08-01,Latin America,Sales,Travel,439.73
2023-08-01,Latin America,Sales,Software,820.7
2023-08-01,Latin America,Sales,Professional Services,980.68
2023-08-01,Latin America,Marketing,Salaries,12693.48
2023-08-01,Latin America,Marketing,Rent,2813.79
2023-08-01,Latin America,Marketing,Utilities,713.55
2023-08-01,Latin America,Marketing,Travel,660.29
2023-08-01,Latin America,Marketing,Software,1013.06
2023-08-01,Latin America,Marketing,Professional Services,1090.09
2023-08-01,Latin America,R&D,Salaries,9330.25
2023-08-01,Latin America,R&D,Rent,2092.38
2023-08-01,Latin America,R&D,Utilities,581.43
2023-08-01,Latin America,R&D,Travel,440.94
2023-08-01,Latin America,R&D,Professional Services,892.42
2023-08-01,Latin America,Admin,Salaries,9030.34
2023-08-01,Latin America,Admin,Rent,2290.58
2023-08-01,Latin America,Admin,Utilities,523.12
2023-08-01,Latin America,Admin,Travel,425.91
2023-08-01,Latin America,Admin,Software,630.07
2023-08-01,Latin America,Operations,Salaries,11731.54
2023-08-01,Latin America,Operations,Rent,2479.45
2023-08-01,Latin America,Operations,Utilities,735.51
2023-08-01,Latin America,Operations,Travel,605.16
2023-08-01,Latin America,Operations,Software,1001.92
2023-08-01,Latin America,Operations,Professional Services,1076.72
2023-08-01,Middle East,Sales,Salaries,6756.02
2023-08-01,Middle East,Sales,Utilities,441.33
2023-08-01,Middle East,Sales,Travel,392.79
2023-08-01,Middle East,Sales,Software,639.2
2023-08-01,Middle East,Sales,Professional Services,760.57
2023-08-01,Middle East,Marketing,Salaries,7191.6
2023-08-01,Middle East,Marketing,Rent,2032.66
2023-08-01,Middle East,Marketing,Utilities,502.3
2023-08-01,Middle East,Marketing,Travel,343.26
2023-08-01,Middle East,Marketing,Software,593.34
2023-08-01,Middle East,Marketing,Professional Services,687.13
2023-08-01,Middle East,R&D,Salaries,8043.57
2023-08-01,Middle East,R&D,Travel,362.38
2023-08-01,Middle East,R&D,Software,770.16
2023-08-01,Middle East,R&D,Professional Services,913.71
2023-08-01,Middle East,Admin,Rent,1977.95
2023-08-01,Middle East,Admin,Utilities,424.11
2023-08-01,Middle East,Admin,Travel,353.27
2023-08-01,Middle East,Admin,Software,551.46
2023-08-01,Middle East,Admin,Professional Services,637.68
2023-08-01,Middle East,Operations,Salaries,10582.42
2023-08-01,Middle East,Operations,Rent,2737.06
2023-08-01,Middle East,Operations,Software,787.66
2023-09-01,North America,Sales,Utilities,571.51
2023-09-01,North America,Sales,Travel,517.51
2023-09-01,North America,Sales,Professional Services,935.94
2023-09-01,North America,Marketing,Travel,600.66
2023-09-01,North America,Marketing,Software,928.82
2023-09-01,North America,Marketing,Professional Services,1104.28
2023-09-01,North America,R&D,Salaries,7626.02
2023-09-01,North America,R&D,Utilities,599.39
2023-09-01,North America,R&D,Travel,396.42
2023-09-01,North America,Admin,Salaries,8991.32
2023-09-01,North America,Admin,Utilities,490.96
2023-09-01,North America,Admin,Software,716.01
2023-09-01,North America,Admin,Professional Services,783.37
2023-09-01,North America,Operations,Utilities,715.7
2023-09-01,North America,Operations,Travel,559.94
2023-09-01,North America,Operations,Software,936.12
2023-09-01,North America,Operations,Professional Services,847.21
2023-09-01,Europe,Sales,Rent,1979.74
2023-09-01,Europe,Sales,Utilities,511.34
2023-09-01,Europe,Sales,Software,595.23
2023-09-01,Europe,Marketing,Salaries,7526.95
2023-09-01,Europe,Marketing,Rent,2175.83
2023-09-01,Europe,Marketing,Utilities,479.96
2023-09-01,Europe,Marketing,Travel,425.14
2023-09-01,Europe,Marketing,Professional Services,803.38
2023-09-01,Europe,R&D,Rent,1899.83
2023-09-01,Europe,R&D,Software,673.2
2023-09-01,Europe,R&D,Professional Services,817.49
2023-09-01,Europe,Admin,Salaries,11550.62
2023-09-01,Europe,Admin,Rent,2268.7
2023-09-01,Europe,Admin,Utilities,652.33
2023-09-01,Europe,Admin,Travel,571.42
2023-09-01,Europe,Admin,Software,975.94
2023-09-01,Europe,Admin,Professional Services,955.53
2023-09-01,Europe,Operations,Rent,1939.47
2023-09-01,Europe,Operations,Utilities,598.94
2023-09-01,Europe,Operations,Professional Services,767.95
2023-09-01,Asia Pacific,Sales,Utilities,838.08
2023-09-01,Asia Pacific,Sales,Software,948.84
2023-09-01,Asia Pacific,Sales,Professional Services,1176.86
2023-09-01,Asia Pacific,Marketing,Salaries,12737.81
2023-09-01,Asia Pacific,Marketing,Rent,3031.18
2023-09-01,Asia Pacific,Marketing,Travel,550.51
2023-09-01,Asia Pacific,Marketing,Software,936.92
2023-09-01,Asia Pacific,R&D,Salaries,12195.9
2023-09-01,Asia Pacific,R&D,Utilities,795.99
2023-09-01,Asia Pacific,R&D,Travel,639.4
2023-09-01,Asia Pacific,R&D,Software,1036.91
2023-09-01,Asia Pacific,R&D,Professional Services,1345.22
2023-09-01,Asia Pacific,Admin,Salaries,10141.49
2023-09-01,Asia Pacific,Admin,Rent,2794.86
2023-09-01,Asia Pacific,Admin,Utilities,906.11
2023-09-01,Asia Pacific,Admin,Travel,510.78
2023-09-01,Asia Pacific,Operations,Rent,3479.91
2023-09-01,Asia Pacific,Operations,Utilities,849.15
2023-09-01,Asia Pacific,Operations,Travel,534.84
2023-09-01,Asia Pacific,Operations,Software,903.03
2023-09-01,Latin America,Sales,Salaries,9099.38
2023-09-01,Latin America,Sales,Rent,2208.44
2023-09-01,Latin America,Sales,Utilities,555.03
2023-09-01,Latin America,Sales,Travel,429.12
2023-09-01,Latin America,Sales,Professional Services,798.74
2023-09-01,Latin America,Marketing,Rent,2059.89
2023-09-01,Latin America,Marketing,Utilities,641.03
2023-09-01,Latin America,Marketing,Travel,433.9
2023-09-01,Latin America,Marketing,Software,788.06
2023-09-01,Latin America,R&D,Salaries,9414.9
2023-09-01,Latin America,R&D,Rent,2298.49
2023-09-01,Latin America,R&D,Utilities,577.67
2023-09-01,Latin America,Admin,Salaries,9485.45
2023-09-01,Latin America,Admin,Rent,2463.77
2023-09-01,Latin America,Admin,Utilities,693.95
2023-09-01,Latin America,Admin,Travel,472.77
2023-09-01,Latin America,Admin,Software,849.96
2023-09-01,Latin America,Admin,Professional Services,940.81
2023-09-01,Latin America,Operations,Salaries,10211.29
2023-09-01,Latin America,Operations,Rent,3204.41
2023-09-01,Latin America,Operations,Travel,515.4
2023-09-01,Latin America,Operations,Software,933.87
2023-09-01,Middle East,Sales,Salaries,13778.8
2023-09-01,Middle East,Sales,Rent,4146.48
2023-09-01,Middle East,Sales,Utilities,893.84
2023-09-01,Middle East,Sales,Travel,746.84
2023-09-01,Middle East,Sales,Software,1204.37
2023-09-01,Middle East,Sales,Professional Services,1312.32
2023-09-01,Middle East,Marketing,Salaries,13892.24
2023-09-01,Middle East,Marketing,Rent,4563.63
2023-09-01,Middle East,Marketing,Software,1408.35
2023-09-01,Middle East,R&D,Salaries,19072.41
2023-09-01,Middle East,R&D,Rent,4647.4
2023-09-01,Middle East,R&D,Utilities,1048.68
2023-09-01,Middle East,R&D,Travel,748.04
2023-09-01,Middle East,R&D,Software,1260.82
2023-09-01,Middle East,R&D,Professional Services,1472.4
2023-09-01,Middle East,Admin,Rent,3743.75
2023-09-01,Middle East,Admin,Travel,764.05
2023-09-01,Middle East,Admin,Software,1203.87
2023-09-01,Middle East,Admin,Professional Services,1235.82
2023-09-01,Middle East,Operations,Rent,4273.19
2023-09-01,Middle East,Operations,Utilities,1029.81
2023-09-01,Middle East,Operations,Travel,868.36
2023-10-01,North America,Sales,Salaries,9879.21
2023-10-01,North America,Sales,Rent,2693.22
2023-10-01,North America,Sales,Software,1075.97
2023-10-01,North America,Sales,Professional Services,1221.64
2023-10-01,North America,Marketing,Salaries,15047.34
2023-10-01,North America,Marketing,Rent,3491.77
2023-10-01,North America,Marketing,Software,1240.44
2023-10-01,North America,Marketing,Professional Services,1537.94
2023-10-01,North America,R&D,Salaries,9911.13
2023-10-01,North America,R&D,Rent,2142.51
2023-10-01,North America,R&D,Utilities,721.13
2023-10-01,North America,R&D,Travel,520.99
2023-10-01,North America,R&D,Software,790.53
2023-10-01,North America,R&D,Professional Services,987.51
2023-10-01,North America,Admin,Salaries,11851.99
2023-10-01,North America,Admin,Rent,2983.86
2023-10-01,North America,Admin,Utilities,911.85
2023-10-01,North America,Admin,Travel,620.89
2023-10-01,North America,Admin,Software,1077.74
2023-10-01,North America,Admin,Professional Services,1241.29
2023-10-01,North America,Operations,Salaries,14152.86
2023-10-01,North America,Operations,Rent,3066.67
2023-10-01,North America,Operations,Utilities,919.83
2023-10-01,North America,Operations,Software,1157.1
2023-10-01,Europe,Sales,Salaries,15014.84
2023-10-01,Europe,Sales,Rent,3779.3
2023-10-01,Europe,Sales,Utilities,879.52
2023-10-01,Europe,Sales,Travel,826.65
2023-10-01,Europe,Sales,Software,1291.78
2023-10-01,Europe,Sales,Professional Services,1636.17
2023-10-01,Europe,Marketing,Salaries,13819.31
2023-10-01,Europe,Marketing,Rent,3712.43
2023-10-01,Europe,Marketing,Utilities,933.8
2023-10-01,Europe,Marketing,Travel,586.54
2023-10-01,Europe,Marketing,Software,1170.51
2023-10-01,Europe,Marketing,Professional Services,1444.76
2023-10-01,Europe,R&D,Salaries,12070.03
2023-10-01,Europe,R&D,Rent,2658.42
2023-10-01,Europe,R&D,Travel,599.6
2023-10-01,Europe,Admin,Rent,3844.46
2023-10-01,Europe,Admin,Travel,633.09
2023-10-01,Europe,Admin,Software,1314.5
2023-10-01,Europe,Admin,Professional Services,1576.16
2023-10-01,Europe,Operations,Salaries,12597.88
2023-10-01,Europe,Operations,Rent,3651.49
2023-10-01,Europe,Operations,Travel,704.76
2023-10-01,Europe,Operations,Software,1009.5
2023-10-01,Europe,Operations,Professional Services,1191.74
2023-10-01,Asia Pacific,Sales,Salaries,14664.43
2023-10-01,Asia Pacific,Sales,Rent,3759.86
2023-10-01,Asia Pacific,Sales,Utilities,1057.35
2023-10-01,Asia Pacific,Sales,Software,1289.04
2023-10-01,Asia Pacific,Sales,Professional Services,1407.13
2023-10-01,Asia Pacific,Marketing,Salaries,17324.89
2023-10-01,Asia Pacific,Marketing,Utilities,1053.41
2023-10-01,Asia Pacific,Marketing,Travel,775.91
2023-10-01,Asia Pacific,Marketing,Software,1240.84
2023-10-01,Asia Pacific,Marketing,Professional Services,1400.84
2023-10-01,Asia Pacific,R&D,Salaries,15196.28
2023-10-01,Asia Pacific,R&D,Rent,4402.03
2023-10-01,Asia Pacific,R&D,Utilities,1009.56
2023-10-01,Asia Pacific,R&D,Travel,848.51
2023-10-01,Asia Pacific,R&D,Software,1423.79
2023-10-01,Asia Pacific,R&D,Professional Services,1709.54
2023-10-01,Asia Pacific,Admin,Rent,3280.93
2023-10-01,Asia Pacific,Admin,Utilities,894.25
2023-10-01,Asia Pacific,Admin,Travel,552.94
2023-10-01,Asia Pacific,Admin,Professional Services,1082.2
2023-10-01,Asia Pacific,Operations,Professional Services,1575.94
2023-10-01,Latin America,Sales,Salaries,15696.21
2023-10-01,Latin America,Sales,Rent,3329.2
2023-10-01,Latin America,Sales,Utilities,1126.43
2023-10-01,Latin America,Sales,Travel,692.04
2023-10-01,Latin America,Sales,Software,1360.29
2023-10-01,Latin America,Sales,Professional Services,1510.06
2023-10-01,Latin America,Marketing,Salaries,15438.47
2023-10-01,Latin America,Marketing,Travel,762.18
2023-10-01,Latin America,Marketing,Software,1266.66
2023-10-01,Latin America,R&D,Rent,3657.61
2023-10-01,Latin America,R&D,Utilities,829.34
2023-10-01,Latin America,R&D,Travel,653.78
2023-10-01,Latin America,R&D,Professional Services,1382.96
2023-10-01,Latin America,Admin,Rent,2878.72
2023-10-01,Latin America,Admin,Travel,558.42
2023-10-01,Latin America,Admin,Software,893.86
2023-10-01,Latin America,Operations,Salaries,10755.33
2023-10-01,Latin America,Operations,Utilities,923.58
2023-10-01,Latin America,Operations,Travel,571.85
2023-10-01,Latin America,Operations,Software,944.01
2023-10-01,Middle East,Sales,Salaries,11855.2
2023-10-01,Middle East,Sales,Rent,2735.78
2023-10-01,Middle East,Sales,Utilities,851.73
2023-10-01,Middle East,Sales,Travel,585.99
2023-10-01,Middle East,Sales,Software,828.02
2023-10-01,Middle East,Sales,Professional Services,1034.13
2023-10-01,Middle East,Marketing,Salaries,9782.29
2023-10-01,Middle East,Marketing,Utilities,818.08
2023-10-01,Middle East,Marketing,Travel,521.03
2023-10-01,Middle East,Marketing,Professional Services,948.34
2023-10-01,Middle East,R&D,Salaries,11065.87
2023-10-01,Middle East,R&D,Rent,2446.92
2023-10-01,Middle East,R&D,Travel,631.4
2023-10-01,Middle East,R&D,Professional Services,1195.17
2023-10-01,Middle East,Admin,Rent,2412.04
2023-10-01,Middle East,Admin,Utilities,654.98
2023-10-01,Middle East,Admin,Travel,494.56
2023-10-01,Middle East,Admin,Software,823.35
2023-10-01,Middle East,Admin,Professional Services,1009.51
2023-10-01,Middle East,Operations,Salaries,13747.63
2023-10-01,Middle East,Operations,Rent,3166.56
2023-10-01,Middle East,Operations,Utilities,896.16
2023-10-01,Middle East,Operations,Travel,666.41
2023-10-01,Middle East,Operations,Software,1153.91
2023-11-01,North America,Sales,Salaries,16716.14
2023-11-01,North America,Sales,Rent,3812.83
2023-11-01,North America,Sales,Travel,690.13
